id,conf,year,times,x,y,
463,SciVis,2011,1,15.574725,37.752213,
1441,SciVis,2004,8,14.076858,37.118336,
570,SciVis,2010,5,18.768784,8.539294,
1416,SciVis,2004,6,0.29310864,18.00287,
409,InfoVis,2011,1,35.608444,-36.197136,
1562,InfoVis,2003,2,34.602325,-36.04704,
202,VAST,2013,0,26.978811,-54.204514,
1135,SciVis,2006,6,34.14173,29.821667,
891,VAST,2008,4,3.444259,-10.731558,
614,VAST,2010,4,0.63232654,-7.046262,
1327,InfoVis,2004,4,-3.7743695,-1.1906654,
207,VAST,2013,0,17.487896,-54.906593,
885,VAST,2008,12,16.960543,-55.231117,
1144,VAST,2006,3,-47.194244,-17.337881,
897,VAST,2008,3,-46.726936,-17.212908,
437,SciVis,2011,1,43.66462,34.071804,
459,SciVis,2011,0,-4.9412403,25.860092,
2273,SciVis,1995,2,-4.6435266,25.200203,
306,SciVis,2012,1,15.005594,-15.785129,
2319,SciVis,1994,24,-21.625439,27.89272,
1582,SciVis,2002,3,-22.16623,28.436884,
1934,SciVis,1999,6,32.199356,-19.498302,
211,InfoVis,2013,0,8.671503,-49.883595,
550,InfoVis,2010,3,9.373931,-49.2622,
750,VAST,2009,6,33.053905,-36.0926,
325,VAST,2012,1,32.513653,-35.71561,
809,InfoVis,2008,5,-48.930653,-7.7948513,
2148,SciVis,1996,18,-50.66857,-7.1159954,
973,SciVis,2007,7,-24.711477,-1.3045491,
216,InfoVis,2013,0,6.076467,-48.225834,
655,InfoVis,2009,4,6.7384777,-18.78267,
1423,SciVis,2004,7,-24.45638,-15.201719,
218,VAST,2013,0,37.74106,-36.06239,
219,VAST,2013,0,50.47233,-18.363256,
270,InfoVis,2012,1,4.290045,6.0925684,
1094,SciVis,2006,9,22.540718,3.9098122,
868,SciVis,2008,1,28.723501,18.754023,
689,SciVis,2009,2,20.029808,2.6123762,
231,InfoVis,2013,1,-24.120527,52.821198,
943,InfoVis,2007,3,-2.0252032,-9.542128,
484,VAST,2011,1,-3.9105084,-8.636492,
389,InfoVis,2011,2,6.568251,-26.124462,
842,SciVis,2008,3,0.7937437,26.4138,
243,InfoVis,2012,0,3.3389082,-33.95683,
386,InfoVis,2011,1,3.8238285,-33.063763,
529,InfoVis,2010,3,3.73211,-33.086357,
1379,InfoVis,2004,6,5.7405334,-33.962784,
1874,InfoVis,1999,4,7.843425,-49.867332,
766,VAST,2009,2,-22.60382,-24.42771,
526,InfoVis,2010,2,-22.584373,-24.77715,
870,SciVis,2008,0,3.585617,16.10976,
1071,InfoVis,2006,5,-3.41522,-30.825415,
1180,InfoVis,2005,4,-33.168037,11.575957,
951,SciVis,2007,0,7.469023,33.227573,
2237,SciVis,1995,14,12.270698,36.556183,
1589,SciVis,2002,0,12.816742,36.394527,
2266,SciVis,1995,21,7.7793274,21.981554,
2379,SciVis,1993,8,10.52924,-50.09154,
276,InfoVis,2012,0,-9.143654,2.4362524,
1184,InfoVis,2005,2,6.6124725,34.78079,
1969,InfoVis,1998,1,-10.569865,-2.0771084,
708,SciVis,2009,3,-21.570227,-21.4202,
833,SciVis,2008,6,-18.638458,-19.906425,
1723,SciVis,2001,4,-19.454195,-18.40523,
567,SciVis,2010,1,-3.6796427,-39.48889,
704,SciVis,2009,2,-3.453697,-40.05256,
1440,SciVis,2004,4,-3.7204926,-38.298424,
1509,SciVis,2003,15,-20.521408,34.622597,
1215,SciVis,2005,1,-20.523611,35.680054,
2374,SciVis,1993,14,-23.849485,34.84655,
1399,SciVis,2004,8,-6.833836,35.47806,
1283,SciVis,2005,5,-6.588535,35.93081,
1411,SciVis,2004,10,-7.51974,34.778442,
1110,SciVis,2006,6,-3.8273706,31.748953,
1397,SciVis,2004,1,-5.9697733,29.421972,
1511,SciVis,2003,13,-29.055656,23.224607,
441,SciVis,2011,2,15.224936,31.013014,
1273,SciVis,2005,7,26.738653,-15.060862,
1604,SciVis,2002,1,26.000223,-14.1764965,
1656,SciVis,2002,5,-4.2539535,-39.746998,
587,SciVis,2010,1,-20.679747,8.072886,
1630,SciVis,2002,1,-29.530386,34.87266,
2353,SciVis,1994,1,22.50191,-8.702355,
601,SciVis,2010,3,-0.2288203,61.760693,
2560,SciVis,1990,1,5.947139,-4.564353,
317,SciVis,2012,1,22.29194,9.683143,
1966,SciVis,1998,1,-23.4468,-35.41259,
2442,SciVis,1992,7,-23.794764,-34.616943,
2481,SciVis,1991,11,-22.936474,-35.9051,
290,SciVis,2012,0,27.394094,4.2812333,
1396,SciVis,2004,8,28.883308,-10.173354,
1674,SciVis,2002,4,28.466461,-9.524593,
1199,SciVis,2005,3,28.896387,-9.469585,
575,SciVis,2010,8,14.999417,39.895046,
2550,SciVis,1990,3,14.738065,39.04057,
698,SciVis,2009,9,-20.264334,-15.8612,
1131,SciVis,2006,5,26.304733,-42.837017,
963,SciVis,2007,1,25.940063,-42.2258,
1486,InfoVis,2003,5,25.900671,-43.023582,
292,SciVis,2012,1,-24.829775,6.4595475,
573,SciVis,2010,2,-37.897488,-7.7612357,
445,SciVis,2011,1,-37.66556,-7.2336564,
1224,SciVis,2005,4,-31.529678,19.204937,
1313,SciVis,2004,1,-17.188654,30.596895,
2529,SciVis,1991,3,14.833072,25.093664,
2341,SciVis,1994,0,13.971599,25.067,
2558,SciVis,1990,16,15.710681,25.121037,
429,SciVis,2011,1,-18.954807,-14.532603,
2048,SciVis,1998,23,27.252138,23.031761,
986,SciVis,2007,0,26.237507,22.703331,
1663,SciVis,2002,7,27.548689,23.320429,
596,SciVis,2010,1,37.533535,-17.567875,
296,SciVis,2012,1,36.703358,-17.759579,
1516,SciVis,2003,3,23.542557,-27.457935,
595,SciVis,2010,3,23.77032,-27.41769,
1233,SciVis,2005,3,23.346626,-27.486818,
982,SciVis,2007,1,1.2034405,29.303038,
724,SciVis,2009,4,3.2749038,32.24191,
1998,SciVis,1998,9,1.5232168,31.184956,
712,SciVis,2009,1,-17.662706,35.796978,
304,SciVis,2012,0,15.542017,-8.915303,
572,SciVis,2010,2,6.1456285,-4.0471087,
1285,SciVis,2005,3,37.215298,-18.895155,
1533,SciVis,2003,3,37.302204,47.439636,
827,SciVis,2008,2,38.050636,47.260067,
310,SciVis,2012,0,-12.711903,-5.84874,
1617,SciVis,2002,5,18.197687,-8.364923,
1633,SciVis,2002,15,-2.8492732,31.079765,
1361,SciVis,2004,5,16.254105,-6.08578,
848,SciVis,2008,0,27.580778,-9.650025,
1367,SciVis,2004,3,25.21428,-15.786542,
1521,SciVis,2003,4,25.916283,-16.92051,
1315,SciVis,2004,5,-21.797966,37.35956,
1138,SciVis,2006,3,-14.295591,17.638433,
739,SciVis,2009,3,-22.274998,42.5824,
1161,VAST,2006,11,-7.023025,20.47919,
1555,SciVis,2003,14,-24.38083,-1.1629345,
612,VAST,2010,1,-20.191797,-22.269295,
938,InfoVis,2007,1,-46.821865,-13.532671,
663,InfoVis,2009,4,-19.755327,-8.390775,
490,VAST,2011,1,-45.730095,-6.2574844,
1534,InfoVis,2003,5,-24.34207,10.578432,
1585,InfoVis,2002,11,-49.657658,-7.182845,
594,SciVis,2010,3,-50.000538,-6.5247936,
934,InfoVis,2007,8,-49.416138,-7.9762225,
983,SciVis,2007,7,3.649967,32.494347,
857,SciVis,2008,2,4.296789,33.237263,
1262,SciVis,2005,8,-24.294682,-2.184695,
1009,VAST,2007,3,23.841555,50.080013,
1150,VAST,2006,2,34.033966,37.75646,
1882,InfoVis,1999,3,-5.897696,-21.964828,
2392,SciVis,1993,11,-6.9482946,-23.28604,
2034,InfoVis,1998,9,-29.612467,-25.450415,
1583,SciVis,2002,0,-29.508377,-25.679781,
2208,InfoVis,1996,8,-3.684433,-22.888344,
1881,InfoVis,1999,7,-12.44384,-1.7510589,
2580,SciVis,1990,6,-7.87997,28.188375,
1621,SciVis,2002,3,-19.921785,-17.795181,
1554,InfoVis,2003,3,13.105408,-32.225334,
753,VAST,2009,10,13.04489,-32.654694,
1432,InfoVis,2004,8,21.880985,-27.636494,
1680,InfoVis,2001,7,-18.564919,39.436543,
1946,SciVis,1999,0,-38.411217,-34.649017,
2210,InfoVis,1996,12,-29.804102,-27.489239,
1764,SciVis,2001,3,-29.813442,-28.765682,
399,InfoVis,2011,0,-7.6858997,25.157633,
1017,VAST,2007,3,-12.318084,12.496372,
1887,InfoVis,1999,3,-42.189075,-23.101496,
2104,InfoVis,1997,2,3.7510724,5.3777156,
1158,VAST,2006,6,1.9728528,3.3364608,
408,InfoVis,2011,0,8.711973,-48.230442,
1137,SciVis,2006,5,37.486004,45.69917,
1676,SciVis,2002,3,11.488557,50.713055,
1932,SciVis,1999,10,-6.265999,49.99062,
2174,SciVis,1996,6,2.9847982,54.223465,
418,SciVis,2011,0,5.341258,54.01115,
861,SciVis,2008,8,5.1959767,54.683086,
830,SciVis,2008,2,-24.119658,52.82053,
2158,SciVis,1996,5,5.6041555,44.905437,
2444,SciVis,1992,2,17.855455,-25.58695,
1517,SciVis,2003,7,14.65552,14.565258,
1649,SciVis,2002,9,15.476194,15.75472,
1426,SciVis,2004,4,14.125847,14.4382305,
422,SciVis,2011,1,14.10555,14.85258,
2187,SciVis,1996,20,5.9877944,20.96458,
1229,SciVis,2005,4,26.60059,23.23704,
460,SciVis,2011,0,29.664667,-8.7414465,
1266,SciVis,2005,2,24.977053,18.90279,
2324,SciVis,1994,19,22.635286,18.108685,
1520,SciVis,2003,6,24.770832,-19.045303,
1461,SciVis,2003,6,24.468534,-19.576872,
1928,SciVis,1999,19,-18.061995,-14.647904,
866,SciVis,2008,2,-18.277885,-14.152011,
1814,SciVis,2000,13,5.099239,50.36856,
2297,SciVis,1995,5,4.205886,50.359917,
1113,SciVis,2006,1,5.0625153,50.09442,
