source,target,five
15208,7463,
15209,1635,
15209,4494,
15209,8436,
15210,3267,
15210,3437,
15210,4382,
15212,3012,
15212,3217,
15212,3345,
15212,5640,
15212,8742,
15212,9515,
15212,9904,
15212,10353,
15212,10491,
15213,9806,
15214,2665,
15214,4879,
15216,3158,
15217,6649,
15217,6944,
15217,8256,
15217,9733,
15218,1740,
15218,1928,
15218,3724,
15218,3940,
15218,4807,
15218,8492,
15219,8706,
15220,7754,
15221,3906,
15221,9907,
15222,4555,
15223,5977,
15223,7715,
15224,8305,
15225,6077,
15226,889,
15229,5366,
15229,8711,
15230,3841,
15230,4573,
15230,6035,
15230,8508,
15231,9785,
15232,846,
15232,943,
15232,1643,
15232,2566,
15233,4134,
15233,5840,
15234,3475,
15234,10127,
15234,10690,
15235,1004,
15235,1005,
15235,6559,
15236,5400,
15236,9581,
15237,3168,
15238,6842,
15239,1415,
15239,1430,
15239,1551,
15239,1552,
15239,2804,
15239,3538,
15239,5851,
15239,7160,
15239,7662,
15240,3114,
15240,5850,
15241,6444,
15242,10866,
15242,11864,
15243,8560,
15243,8670,
15243,9269,
15243,10000,
15243,10943,
15243,12565,
15244,4844,
15245,8432,
15245,9842,
15246,46,
15246,166,
15246,548,
15246,1194,
15246,1526,
15246,3512,
15246,6971,
15246,8271,
15247,1855,
15247,3913,
15247,5079,
15247,5157,
15248,2964,
15248,7066,
15249,4590,
15249,8637,
15250,6972,
15250,9816,
15251,5103,
15251,7574,
15252,841,
15252,1486,
15252,5037,
15252,5349,
15252,5379,
15252,6619,
15252,7016,
15253,663,
15254,6556,
15255,5567,
15256,9824,
15257,9346,
15258,2116,
15258,8684,
15259,227,
15259,2595,
15259,8475,
15260,7469,
15261,1416,
15261,1469,
15261,3044,
15261,7733,
15262,1689,
15263,9769,
15263,11727,
15264,4659,
15266,6921,
15267,6114,
15268,4618,
15268,7061,
15269,1022,
15269,1899,
15269,7684,
15269,10620,
15270,4511,
15271,378,
15272,66,
15272,182,
15272,272,
15272,326,
15272,681,
15272,700,
15272,2231,
15272,4314,
15272,6392,
15273,3078,
15273,4961,
15273,5535,
15274,8233,
15274,8479,
15275,1081,
15276,2104,
15277,5632,
15278,203,
15278,361,
15278,2251,
15278,6124,
15279,13087,
15282,5542,
15282,7137,
15282,7798,
15284,6649,
15285,3528,
15285,6946,
15285,8182,
15287,10200,
15288,2917,
15289,7924,
15289,8506,
15289,9988,
15290,671,
15290,5585,
15290,6540,
15290,7327,
15290,8346,
15291,9989,
15292,5882,
15293,4678,
15293,4783,
15293,7990,
15293,10425,
15294,7554,
15295,2152,
15295,3198,
15295,6036,
15295,6139,
15295,9917,
15296,3475,
15296,8096,
15296,8264,
15297,1772,
15297,5517,
15297,7215,
15297,8499,
15297,9411,
15298,892,
15298,2221,
15298,3506,
15299,12915,
15300,9506,
15301,8831,
15302,7220,
15302,10488,
15304,1675,
15304,1753,
15304,2468,
15304,2998,
15304,3278,
15304,4416,
15304,4888,
15305,9353,
15306,7106,
15306,12419,
15307,9806,
15308,2031,
15308,5337,
15308,11776,
15309,3912,
15309,11364,
15310,367,
15310,4185,
15311,5974,
15311,7108,
15312,599,
15312,8104,
15312,9234,
15312,9977,
15312,11309,
15313,3604,
15314,3285,
15314,11136,
15315,853,
15315,1113,
15315,1309,
15316,2114,
15316,4461,
15316,5465,
15316,5755,
15316,9437,
15317,2239,
15317,4778,
15317,6372,
15317,7111,
15317,12791,
15317,12979,
15318,3585,
15318,5377,
15318,6858,
15318,8275,
15319,7773,
15319,8726,
15320,619,
15321,5426,
15322,5305,
15322,7824,
15322,9412,
15322,10813,
15323,440,
15324,6921,
15324,7512,
15324,10814,
15325,4435,
15325,6236,
15326,3071,
15327,1427,
15327,1500,
15327,11683,
15328,815,
15329,5307,
15329,8326,
15330,1097,
15330,1576,
15330,2022,
15331,43,
15331,796,
15331,1336,
15332,980,
15332,4489,
15332,5835,
15332,6419,
15333,9299,
15334,1756,
15334,4163,
15334,11726,
15334,13226,
15335,5906,
15335,11079,
15336,4953,
15336,7358,
15337,7244,
15338,6560,
15339,3031,
15339,10220,
15340,1801,
15340,2025,
15340,5511,
15340,6544,
15341,833,
15341,1149,
15341,1737,
15341,2556,
15341,4480,
15341,4789,
15341,9532,
15342,5226,
15343,2318,
15343,9466,
15344,7030,
15344,7307,
15344,11611,
15345,1633,
15345,9487,
15346,2654,
15347,5689,
15348,7840,
15348,10908,
15349,5318,
15350,1081,
15350,1524,
15350,5180,
15351,9347,
15352,2193,
15352,5271,
15352,5669,
15352,6304,
15352,11648,
15353,5592,
15355,578,
15355,2807,
15355,4736,
15355,6073,
15356,4876,
15357,5822,
15358,4940,
15359,8326,
15359,9496,
15359,9968,
15360,524,
15361,4073,
15362,6033,
15362,7257,
15362,8535,
15363,4462,
15363,4566,
15363,10300,
15364,1546,
15364,8071,
15366,4284,
15366,9499,
15367,5323,
15367,5360,
15367,7561,
15368,8243,
15369,6534,
15370,3766,
15370,10844,
15371,2857,
15371,4931,
15372,5018,
15372,5122,
15372,11544,
15373,2285,
15373,3500,
15374,7381,
15374,8037,
15375,5287,
15376,5287,
15376,5588,
15376,9391,
15376,9734,
15376,9793,
15376,9916,
15377,7592,
15378,8403,
15379,5882,
15379,6321,
15380,3632,
15381,5287,
15382,3311,
15382,9991,
15383,10358,
15384,7414,
15385,342,
15386,1321,
15386,7097,
15388,6813,
15388,7762,
15388,11557,
15388,11678,
15388,12766,
15389,4446,
15389,4687,
15389,8360,
15390,365,
15390,2584,
15391,10498,
15392,3723,
15393,11642,
15393,12431,
15394,1589,
15395,7461,
15396,5426,
15397,600,
15397,8676,
15398,1114,
15399,12534,
15400,8953,
15401,7115,
15401,10148,
15401,10678,
15402,2476,
15402,2518,
15402,2680,
15402,2942,
15402,7627,
15403,6456,
15403,9372,
15404,534,
15404,10106,
15404,10303,
15405,9025,
15406,4701,
15406,10614,
15406,10896,
15407,3848,
15408,8226,
15409,6298,
15409,10854,
15410,11601,
15411,4360,
15411,10318,
15412,8844,
15413,9772,
15414,244,
15414,845,
15414,4791,
15414,7956,
15414,10031,
15415,4977,
15415,11362,
15416,6590,
15416,11294,
15417,8323,
15417,11020,
15418,1408,
15418,1549,
15418,8112,
15419,4487,
15420,9093,
15421,523,
15421,5048,
15421,12629,
15422,2604,
15422,8648,
15423,9655,
15424,4211,
15424,6581,
15425,12146,
15426,7133,
15426,10710,
15426,10928,
15427,1892,
15428,1231,
15429,1892,
15430,769,
15430,11083,
15430,11230,
15431,6386,
15432,576,
15432,1681,
15432,6999,
15433,5130,
15433,12223,
15434,5505,
15435,1319,
15435,4493,
15435,4845,
15435,5117,
15435,5322,
15436,7092,
15436,9226,
15437,6129,
15437,9508,
15438,6592,
15440,5281,
15441,1495,
15441,1650,
15441,8355,
15442,6950,
15443,4931,
15443,6664,
15444,2857,
15444,11331,
15445,4571,
15445,8339,
15446,5336,
15446,6948,
15447,5214,
15448,1444,
15448,2345,
15449,2402,
15449,2818,
15449,3792,
15449,5365,
15449,8655,
15449,9244,
15449,9855,
15449,10599,
15450,5782,
15450,9722,
15450,10050,
15451,7144,
15452,7049,
15452,8091,
15452,9457,
15453,3222,
15453,3423,
15454,6602,
15455,7202,
15456,13782,
15457,8263,
15458,1085,
15458,1496,
15458,2066,
15458,2412,
15458,2525,
15458,2616,
15458,2720,
15458,7607,
15459,1887,
15459,5446,
15459,11041,
15461,3573,
15462,9573,
15462,12293,
15463,6321,
15464,3630,
15465,5505,
15466,5846,
15467,4134,
15467,6836,
15467,7003,
15467,8358,
15467,9276,
15468,11776,
15469,1823,
15469,4759,
15469,4891,
15470,5249,
15470,5889,
15470,5989,
15472,5121,
15472,5127,
15473,2151,
15473,3134,
15473,5326,
15473,7996,
15473,9810,
15473,10264,
15473,10700,
15473,12844,
15474,7719,
15475,4527,
15475,5422,
15476,4381,
15477,6162,
15477,6549,
15477,8007,
15478,156,
15478,473,
15478,11718,
15479,2775,
15480,2775,
15481,5465,
15482,5348,
15482,8677,
15482,10276,
15483,6921,
15484,2243,
15485,7234,
15486,4908,
15487,1906,
15487,9896,
15488,3862,
15488,10675,
15489,3862,
15490,3207,
15490,4352,
15490,6290,
15490,7580,
15491,227,
15491,509,
15491,817,
15491,869,
15491,952,
15491,2496,
15491,5952,
15491,6507,
15492,1545,
15493,9296,
15493,12588,
15494,1099,
15494,5381,
15494,9210,
15495,11815,
15496,4163,
15496,7523,
15497,6925,
15497,7524,
15498,5321,
15498,8224,
15498,9890,
15499,10507,
15499,10666,
15500,10666,
15501,9485,
15501,10719,
15501,13151,
15502,7026,
15502,9530,
15503,4144,
15503,4318,
15503,5312,
15503,5385,
15504,1058,
15504,2562,
15504,3603,
15504,7025,
15505,11227,
15506,1622,
15506,1682,
15506,2948,
15506,13812,
15507,9563,
15508,4511,
15508,5774,
15508,7186,
15509,4236,
15509,8322,
15509,11366,
15510,487,
15511,1642,
15511,5052,
15511,7031,
15512,4835,
15513,360,
15513,391,
15514,9492,
15514,11741,
15514,12153,
15515,6673,
15516,2761,
15516,11090,
15517,1324,
15517,3556,
15517,5578,
15517,7844,
15517,8236,
15517,8426,
15517,8636,
15518,3556,
15518,4432,
15518,6154,
15518,7794,
15519,3790,
15519,4797,
15520,3572,
15520,3666,
15520,5135,
15520,6822,
15520,12630,
15521,1838,
15522,1334,
15523,4435,
15523,4669,
15523,5566,
15525,3217,
15525,3827,
15525,4495,
15525,5634,
15526,11774,
15527,4090,
15527,7320,
15527,9227,
15528,5390,
15528,10239,
15529,7535,
15530,4622,
15531,3256,
15531,5035,
15531,5181,
15532,4925,
15533,3871,
15533,10320,
15533,11394,
15534,4323,
15534,6597,
15534,8077,
15534,9380,
15535,1287,
15535,2409,
15535,3287,
15535,3770,
15535,7859,
15535,8034,
15535,10627,
15535,11765,
15536,5193,
15536,5643,
15537,2066,
15537,2578,
15538,403,
15538,836,
15538,5839,
15538,9910,
15539,9449,
15539,13258,
15540,642,
15541,3311,
15541,9324,
15541,10058,
15542,6523,
15542,8350,
15542,8551,
15542,10357,
15543,5098,
15543,5555,
15543,6604,
15543,7443,
15543,10597,
15543,11044,
15544,6213,
15544,6266,
15544,8504,
15545,374,
15545,680,
15546,5835,
15546,6513,
15546,7200,
15547,5785,
15548,1363,
15548,2167,
15548,3422,
15549,2466,
15549,2620,
15549,3059,
15550,4982,
15550,6130,
15551,4936,
15551,9611,
15552,4810,
15552,6363,
15553,4811,
15554,1683,
15555,10000,
15555,10368,
15555,10375,
15555,13419,
15556,5326,
15557,2961,
15558,536,
15558,741,
15558,1860,
15558,2434,
15559,2625,
15559,5890,
15559,7163,
15559,9668,
15560,4527,
15560,5028,
15560,8674,
15560,11863,
15561,84,
15562,41,
15562,183,
15562,656,
15563,911,
15563,6364,
15564,994,
15565,5261,
15566,8892,
15567,3040,
15567,3251,
15567,5649,
15568,5103,
15568,9376,
15569,597,
15570,494,
15570,764,
15570,966,
15570,1788,
15570,3206,
15570,3371,
15570,5210,
15570,6057,
15570,10325,
15570,11284,
15570,12716,
15570,14012,
15571,4385,
15571,6784,
15572,2126,
15572,7637,
15572,8317,
15572,10656,
15573,4948,
15574,799,
15574,996,
15574,3606,
15574,5630,
15574,8376,
15575,3606,
15575,5616,
15576,4560,
15576,5218,
15577,5486,
15577,7295,
15577,7945,
15578,3819,
15578,10394,
15579,7022,
15579,8639,
15580,2908,
15580,4871,
15580,7076,
15580,8158,
15581,7299,
15581,8690,
15582,6421,
15582,10772,
15582,11149,
15583,10454,
15584,7837,
15585,6750,
15586,3031,
15587,1698,
15588,7187,
15588,8020,
15589,4464,
15589,6743,
15589,7636,
15589,10910,
15589,11233,
15590,9655,
15591,2746,
15591,4512,
15592,1914,
15592,2229,
15593,1633,
15594,3997,
15595,2442,
15596,12604,
15597,9264,
15598,66,
15599,3078,
15599,6303,
15599,7791,
15600,5344,
15601,3049,
15601,4310,
15601,8235,
15602,2476,
15602,3494,
15602,9658,
15603,3955,
15603,10037,
15604,5103,
15604,7231,
15604,9345,
15604,9881,
15605,9728,
15606,4495,
15607,6888,
15608,5187,
15609,9663,
15609,9845,
15609,10672,
15610,5637,
15610,7042,
15610,9942,
15611,4022,
15611,4056,
15612,898,
15612,3017,
15612,5439,
15612,11472,
15612,11983,
15613,1110,
15613,7065,
15614,2740,
15615,4755,
15615,6527,
15615,10120,
15615,10634,
15615,12229,
15616,4463,
15616,5485,
15617,166,
15617,263,
15617,337,
15617,3085,
15618,6947,
15618,8038,
15618,8253,
15618,8395,
15618,8449,
15619,6947,
15619,7486,
15619,8341,
15620,5586,
15621,8798,
15621,10986,
15622,9177,
15623,2525,
15623,2743,
15623,5020,
15624,9421,
15625,9860,
15625,10185,
15625,10922,
15626,10922,
15626,12432,
15627,1580,
15628,1688,
15628,1775,
15628,4149,
15629,627,
15629,714,
15629,1196,
15629,4175,
15630,9611,
15631,8356,
15632,10941,
15632,12214,
15633,4134,
15634,11627,
15635,10000,
15635,10804,
15636,4341,
15636,4700,
15636,5330,
15636,5419,
15637,7662,
15638,7662,
15638,10432,
15638,11416,
15638,11782,
15638,12013,
15639,10700,
15639,12247,
15640,9636,
15640,9930,
15640,10265,
15640,11785,
15641,9584,
15642,1315,
15642,4343,
15642,5374,
15643,11129,
15644,4223,
15644,5562,
15644,6187,
15644,6580,
15644,7007,
15645,5374,
15646,2505,
15646,3248,
15647,5327,
15648,5067,
15648,8546,
15649,4291,
15650,2905,
15650,7427,
15651,154,
15651,990,
15651,1285,
15651,6137,
15652,515,
15653,5157,
15654,3744,
15654,4823,
15654,4875,
15654,5302,
15655,5255,
15655,6854,
15656,2188,
15656,3970,
15657,3835,
15658,8903,
15659,5567,
15660,94,
15660,393,
15660,507,
15660,1414,
15660,5759,
15660,8719,
15661,6058,
15663,3606,
15664,8280,
15664,10961,
15665,4352,
15665,7831,
15666,9212,
15667,10048,
15668,1203,
15668,10139,
15669,5443,
15670,9356,
15670,10154,
15671,450,
15671,616,
15671,909,
15671,3563,
15671,5624,
15672,7301,
15672,9956,
15672,10898,
15672,12036,
15673,4659,
15674,4100,
15675,6067,
15676,1502,
15676,6464,
15676,6872,
15676,7185,
15677,846,
15677,1390,
15678,4162,
15679,78,
15679,350,
15679,1736,
15679,2896,
15680,13079,
15681,3156,
15681,8582,
15682,5797,
15683,7209,
15684,3656,
15684,4156,
15684,9171,
15685,4495,
15685,6430,
15685,6470,
15685,7194,
15685,10042,
15685,11925,
15685,12075,
15685,13688,
15685,13818,
15685,13819,
15686,503,
15686,1597,
15686,2453,
15687,10170,
15688,10053,
15689,2957,
15689,3418,
15689,3439,
15689,10926,
15690,5285,
15690,10589,
15691,9236,
15691,13388,
15692,5067,
15693,3907,
15694,1773,
15694,4718,
15695,2291,
15696,8549,
15697,889,
15697,1411,
15697,2433,
15697,2447,
15698,230,
15698,3088,
15698,5841,
15698,9456,
15699,10307,
15700,2820,
15700,6136,
15700,7205,
15701,2044,
15701,2995,
15701,6086,
15701,8390,
15701,10905,
15702,8451,
15703,1904,
15704,853,
15704,1219,
15704,2414,
15704,2976,
15705,1824,
15705,2621,
15705,3566,
15706,13843,
15707,7560,
15707,7868,
15707,7932,
15707,11239,
15708,2017,
15708,6151,
15709,5831,
15709,9140,
15709,10304,
15710,4446,
15712,8338,
15712,11396,
15712,12257,
15713,4765,
15714,10996,
15715,2264,
15716,6673,
15716,10378,
15717,6673,
15718,41,
15719,7399,
15719,10878,
15720,6613,
15721,2304,
15721,3879,
15721,4252,
15721,9256,
15721,10885,
15722,433,
15722,532,
15722,2495,
15723,1615,
15723,1749,
15723,2140,
15723,2555,
15723,12197,
15724,794,
15724,2086,
15724,2306,
15724,2535,
15724,3875,
15725,6859,
15726,6234,
15726,6677,
15727,616,
15727,968,
15727,1179,
15727,1359,
15728,10278,
15729,10278,
15730,1955,
15730,9568,
15731,3859,
15731,6975,
15732,1081,
15732,1170,
15732,1983,
15732,2117,
15732,2517,
15732,3963,
15732,4433,
15733,6170,
15734,4835,
15735,2891,
15736,2189,
15736,6484,
15736,7099,
15736,8202,
15737,952,
15737,9703,
15737,11075,
15737,11900,
15738,3636,
15738,5705,
15738,7891,
15739,6418,
15739,12413,
15740,1230,
15740,1501,
15740,7118,
15741,6008,
15741,6173,
15741,8626,
15741,10566,
15742,4661,
15742,11288,
15743,4104,
15743,4660,
15743,5054,
15743,10192,
15743,13127,
15744,3321,
15745,5710,
15745,9888,
15745,10158,
15745,10718,
15745,11523,
15745,11963,
15746,2458,
15746,4207,
15746,4506,
15746,4750,
15746,4886,
15746,5986,
15747,1299,
15747,6929,
15748,6423,
15750,2060,
15750,2389,
15751,436,
15751,1418,
15751,5421,
15751,7586,
15751,10096,
15752,6934,
15752,6939,
15753,3759,
15753,7251,
15753,10572,
15754,282,
15754,5227,
15755,151,
15755,3715,
15756,7188,
15756,8169,
15756,10744,
15756,13085,
15757,1577,
15757,5230,
15757,12151,
15758,5537,
15758,11608,
15759,4477,
15759,6882,
15759,9652,
15760,817,
15760,821,
15760,862,
15760,918,
15760,1172,
15760,1376,
15760,2988,
15760,3259,
15760,4453,
15761,9108,
15762,3200,
15762,4071,
15762,4290,
15763,7188,
15763,7909,
15763,10099,
15763,10299,
15763,10743,
15764,1365,
15765,6808,
15765,11162,
15766,7537,
15767,1014,
15767,1216,
15767,9970,
15768,2520,
15768,5581,
15769,12613,
15770,2206,
15770,5827,
15770,9922,
15771,2561,
15772,5848,
15772,11679,
15773,9114,
15774,5688,
15775,7802,
15776,6233,
15776,7877,
15777,7474,
15778,7543,
15779,9904,
15780,2110,
15780,3331,
15781,4715,
15781,6368,
15781,7807,
15781,8465,
15782,7276,
15782,10141,
15783,6991,
15784,3770,
15784,5144,
15785,7206,
15785,7208,
15786,8087,
15787,1388,
15787,1480,
15787,5014,
15788,3630,
15788,5598,
15788,7444,
15788,8600,
15788,12237,
15789,9793,
15789,10361,
15789,11481,
15789,12300,
15789,12305,
15789,12632,
15790,3394,
15790,6479,
15790,8135,
15791,2721,
15791,2798,
15791,4500,
15792,8054,
15793,10250,
15794,10922,
15795,3889,
15795,4220,
15796,3502,
15796,3942,
15796,4520,
15796,10183,
15797,10636,
15798,8600,
15799,5591,
15799,8563,
15800,1699,
15800,2347,
15800,3782,
15800,4696,
15800,5661,
15800,7376,
15800,8607,
15801,10803,
15801,13420,
15802,2801,
15803,4769,
15803,6153,
15804,10134,
15805,9378,
15806,3299,
15807,1335,
15807,2011,
15807,2489,
15807,2507,
15807,2647,
15807,3505,
15807,3806,
15807,4724,
15807,5295,
15807,6099,
15807,7158,
15807,7159,
15807,8411,
15807,9517,
15807,10257,
15807,10544,
15807,10648,
15807,10697,
15807,12190,
15808,3169,
15808,3339,
15808,3582,
15808,4978,
15808,6224,
15808,6327,
15808,7060,
15809,814,
15809,856,
15809,4054,
15810,8243,
15811,3143,
15811,3328,
15811,10067,
15812,6839,
15812,7710,
15812,12221,
15813,5125,
15814,5336,
15815,1550,
15815,2108,
15815,2170,
15815,11251,
15816,8767,
15817,8783,
15818,6211,
15819,3287,
15819,12570,
15820,9938,
15821,1045,
15821,1189,
15821,9662,
15821,10605,
15822,974,
15822,1614,
15822,1794,
15822,5375,
15823,10203,
15823,11192,
15823,11193,
15824,2629,
15825,3988,
15826,12791,
15827,995,
15828,2070,
15829,6204,
15829,6205,
15829,7462,
15829,10887,
15830,975,
15830,4732,
15830,4996,
15831,3604,
15832,4138,
15833,6785,
15833,9645,
15834,4030,
15834,8333,
15834,9348,
15835,693,
15835,1431,
15835,5162,
15835,7018,
15836,2517,
15836,3458,
15836,3516,
15836,4096,
15836,4949,
15836,5524,
15836,5613,
15837,1983,
15838,142,
15838,880,
15838,7883,
15839,21,
15839,118,
15839,609,
15839,4389,
15839,8373,
15840,4739,
15841,10149,
15842,7627,
15843,449,
15843,612,
15843,986,
15843,1013,
15843,1074,
15844,6864,
15845,6419,
15845,12339,
15846,6461,
15847,12807,
15848,1868,
15848,2808,
15848,12463,
15849,7898,
15850,10902,
15851,9655,
15851,10232,
15852,10908,
15853,6635,
15853,9490,
15853,11607,
15854,3811,
15854,7362,
15854,11730,
15855,1488,
15855,3885,
15855,5113,
15855,5967,
15855,7253,
15856,3684,
15857,4432,
15858,1278,
15858,11371,
15859,10678,
15860,3558,
15861,6558,
15862,7092,
15862,7646,
15862,7748,
15863,6813,
15863,10238,
15863,12445,
15864,5323,
15864,11306,
15866,4678,
15867,2809,
15867,3564,
15867,5677,
15867,6584,
15867,6610,
15867,8332,
15867,11033,
15867,11104,
15867,11585,
15868,3660,
15868,8261,
15869,9904,
15869,12353,
15870,2917,
15870,4440,
15870,4600,
15871,1347,
15871,1490,
15872,8596,
15872,10180,
15873,6430,
15873,7608,
15873,7985,
15873,9780,
15873,11549,
15873,11701,
15873,13690,
15874,1236,
15874,1266,
15874,1288,
15875,855,
15875,6825,
15875,7484,
15876,9946,
15877,3222,
15877,4856,
15878,3632,
15879,6523,
15880,6145,
15880,7271,
15880,11620,
15881,5824,
15881,12831,
15882,6585,
15882,6749,
15882,9462,
15883,865,
15884,4108,
15884,4135,
15884,5084,
15884,6758,
15885,7443,
15885,9389,
15885,10596,
15886,3526,
15886,4255,
15886,4975,
15887,4014,
15888,11557,
15889,1900,
15889,2370,
15889,2427,
15890,2489,
15890,2545,
15890,3674,
15890,3703,
15890,4447,
15890,5512,
15890,7005,
15891,3114,
15891,8250,
15892,6598,
15892,7438,
15893,3142,
15893,3732,
15893,10879,
15893,11473,
15893,12316,
15893,13352,
15894,11560,
15895,5325,
15896,5876,
15897,12243,
15899,468,
15899,7768,
15900,1184,
15900,1296,
15900,2236,
15900,2920,
15900,3938,
15901,4509,
15902,3585,
15903,7621,
15904,7072,
15904,12928,
15905,4645,
15905,7017,
15905,8571,
15905,10815,
15905,12137,
15906,3046,
15906,10327,
15907,8155,
15908,5212,
15909,1618,
15910,7778,
15910,10393,
15911,1521,
15911,3461,
15911,5309,
15912,3518,
15912,3680,
15913,2908,
15913,3619,
15913,5622,
15914,3534,
15915,769,
15915,1621,
15916,233,
15917,1445,
15917,11026,
15918,9431,
15919,60,
15919,748,
15919,930,
15919,1700,
15919,4896,
15919,9435,
15919,11022,
15920,2777,
15921,2440,
15921,2551,
15922,3239,
15922,8002,
15922,9777,
15922,10501,
15922,10739,
15923,4071,
15923,5292,
15923,6160,
15923,8074,
15924,1296,
15924,10579,
15925,6456,
15925,10036,
15926,1169,
15926,1578,
15927,80,
15927,790,
15927,1137,
15927,2474,
15927,3914,
15927,6078,
15928,10412,
15929,4624,
15929,4711,
15929,9375,
15929,10301,
15930,3973,
15931,2881,
15931,8186,
15931,10858,
15932,10378,
15933,5376,
15933,6736,
15933,9717,
15933,10305,
15934,8886,
15935,4713,
15936,9004,
15938,8547,
15938,9271,
15939,4891,
15939,13567,
15940,2824,
15941,5194,
15941,5495,
15941,8738,
15942,6316,
15943,1152,
15943,3501,
15944,7384,
15945,5918,
15946,7608,
15947,2797,
15947,3444,
15947,3855,
15947,5737,
15947,6214,
15948,3444,
15949,3473,
15949,5739,
15950,5447,
15951,6140,
15952,5142,
15953,1912,
15954,6213,
15955,5127,
15956,1425,
15956,1640,
15956,2362,
15958,10538,
15959,6039,
15960,1810,
15960,1951,
15960,2380,
15960,5023,
15961,8197,
15961,10940,
15962,8606,
15962,9801,
15963,11406,
15963,12017,
15964,8264,
15964,8609,
15964,10600,
15964,10691,
15964,11318,
15964,11319,
15965,9627,
15966,4975,
15966,5389,
15966,5655,
15966,8102,
15967,9864,
15968,5934,
15968,7910,
15968,10799,
15969,8356,
15970,6955,
15970,7161,
15971,4857,
15971,8310,
15972,9184,
15973,5693,
15974,7725,
15975,10489,
15976,2801,
15977,5827,
15977,6586,
15978,10617,
15979,6958,
15980,2849,
15980,3279,
15980,6044,
15981,5416,
15982,7494,
15983,4580,
15984,7142,
15984,9787,
15984,13125,
15985,3660,
15986,5831,
15987,12327,
15987,13624,
15988,6819,
15989,10432,
15990,11416,
15991,5695,
15991,11856,
15992,10372,
15992,13770,
15993,10813,
15993,12841,
15994,3114,
15994,5675,
15994,6529,
15995,10000,
15995,12016,
15995,12972,
15996,3569,
15997,2139,
15997,2408,
15997,4330,
15997,4336,
15997,4627,
15997,6208,
15997,6665,
15998,404,
15999,994,
15999,1199,
15999,1308,
15999,1856,
16000,1647,
16000,5657,
16000,10206,
16001,3039,
16001,5013,
16001,6197,
16002,4348,
16003,658,
16004,1395,
16004,2539,
16004,12022,
16005,7675,
16006,5688,
16006,5757,
16006,9344,
16007,6168,
16008,8920,
16009,12080,
16010,5105,
16010,12718,
16011,10327,
16012,2926,
16012,2983,
16013,6918,
16013,9295,
16014,2496,
16015,5310,
16015,8205,
16015,11790,
16016,5354,
16016,8735,
16017,2193,
16017,4958,
16017,8478,
16018,980,
16018,2046,
16018,3663,
16019,8110,
16019,8336,
16020,11601,
16021,10898,
16022,5047,
16022,7418,
16023,4511,
16024,6875,
16025,5843,
16026,1189,
16026,7380,
16027,8952,
16028,3646,
16028,7315,
16028,8070,
16029,8534,
16029,9537,
16030,1342,
16030,1636,
16030,4045,
16031,409,
16031,778,
16031,1008,
16031,1668,
16031,9266,
16031,9539,
16032,7426,
16032,9229,
16032,11729,
16033,6534,
16034,12826,
16035,6486,
16036,3108,
16037,4623,
16037,5976,
16038,3220,
16038,3667,
16038,6435,
16038,9985,
16040,14103,
16041,14103,
16042,4214,
16042,6748,
16043,3025,
16044,3222,
16044,9453,
16045,1288,
16045,1532,
16045,8406,
16046,12546,
16047,3942,
16048,3467,
16049,5445,
16050,5145,
16051,1551,
16051,1595,
16051,2624,
16051,2771,
16051,2825,
16051,3113,
16051,3250,
16051,6329,
16051,8312,
16051,10259,
16051,13034,
16051,13132,
16052,4222,
16052,4436,
16052,4679,
16052,7211,
16053,6953,
16054,3475,
16054,4502,
16054,6710,
16055,10128,
16055,13345,
16056,3445,
16057,5249,
16057,9513,
16058,9513,
16059,9398,
16060,5192,
16060,7763,
16060,8050,
16060,11123,
16061,3672,
16062,8200,
16062,8667,
16063,14128,
16064,9637,
16065,710,
16065,10870,
16066,6837,
16066,9873,
16066,12192,
16067,514,
16068,8862,
16068,10145,
16069,2863,
16069,3231,
16069,5251,
16069,6103,
16070,3724,
16070,4498,
16070,5519,
16070,8653,
16070,9175,
16070,10074,
16071,7228,
16072,448,
16072,1072,
16072,1316,
16072,8315,
16073,1795,
16074,848,
16074,1200,
16074,6675,
16075,8151,
16075,10384,
16076,5535,
16076,8394,
16076,8501,
16077,11647,
16078,9697,
16079,5858,
16080,5307,
16081,8110,
16081,11247,
16082,5906,
16083,5906,
16084,9692,
16085,4659,
16086,553,
16086,4834,
16086,6116,
16087,522,
16087,6012,
16087,10404,
16088,2911,
16089,9068,
16090,3352,
16090,6198,
16091,4838,
16092,1543,
16092,7367,
16093,3382,
16094,859,
16094,2064,
16095,2147,
16095,2764,
16096,380,
16096,932,
16097,4032,
16098,3806,
16098,6957,
16099,9780,
16099,10350,
16099,10862,
16100,3564,
16100,3620,
16100,3775,
16100,4272,
16101,9983,
16101,13600,
16102,8124,
16102,9615,
16103,2956,
16103,4803,
16104,3418,
16105,3441,
16105,6671,
16106,13391,
16106,13539,
16107,7048,
16108,3392,
16108,6432,
16108,7712,
16108,12170,
16109,2485,
16109,3411,
16109,4046,
16109,5280,
16109,11682,
16110,7861,
16110,12000,
16111,7194,
16111,13035,
16112,4718,
16112,5641,
16112,5784,
16112,9853,
16113,5641,
16114,3090,
16115,3554,
16115,4112,
16116,5688,
16116,7210,
16117,8993,
16117,9861,
16117,9862,
16118,9449,
16118,9665,
16119,3443,
16119,3830,
16120,7065,
16121,4678,
16121,6832,
16121,7331,
16122,8197,
16123,2356,
16123,3579,
16123,4930,
16124,2154,
