source,target,five
12527,6001,
12529,1099,
12529,8221,
12530,3961,
12530,4525,
12531,5954,
12531,6294,
12531,6866,
12532,6381,
12532,7973,
12533,3883,
12533,7783,
12533,10455,
12534,7300,
12535,5960,
12535,6927,
12536,5898,
12536,6384,
12538,1427,
12538,4216,
12539,3552,
12540,325,
12540,389,
12540,837,
12540,928,
12540,2202,
12541,1197,
12541,7084,
12542,465,
12542,787,
12542,2048,
12542,5341,
12543,7405,
12543,7537,
12544,7136,
12545,1398,
12545,1842,
12545,2363,
12545,2944,
12545,4926,
12545,6456,
12546,1707,
12548,2721,
12548,6706,
12549,3617,
12549,3659,
12549,4405,
12549,6041,
12550,3575,
12550,3840,
12550,4084,
12553,5586,
12553,6806,
12554,6806,
12554,7979,
12555,1741,
12555,1967,
12555,2488,
12555,2599,
12558,3276,
12558,3277,
12558,6275,
12560,4446,
12560,4686,
12560,4889,
12562,5600,
12562,6328,
12562,7468,
12568,941,
12568,3542,
12572,2418,
12572,2505,
12572,3735,
12573,724,
12574,6102,
12575,853,
12575,965,
12575,1516,
12575,1543,
12575,1690,
12575,3329,
12575,4168,
12575,6309,
12575,7091,
12575,7109,
12576,584,
12577,3744,
12578,1715,
12579,1153,
12579,2218,
12579,2736,
12579,4963,
12579,5030,
12582,3586,
12582,5257,
12582,8276,
12583,5896,
12583,8277,
12584,330,
12584,531,
12584,554,
12584,591,
12584,2786,
12584,6805,
12585,1487,
12585,6453,
12586,3015,
12586,4549,
12587,1499,
12589,5707,
12589,10331,
12590,2227,
12590,3463,
12590,4332,
12590,4546,
12590,4762,
12591,5665,
12594,5862,
12595,4748,
12595,7677,
12596,3125,
12596,6443,
12596,8161,
12597,4100,
12598,244,
12598,575,
12598,1239,
12598,1479,
12598,2148,
12598,6695,
12599,276,
12599,547,
12599,1950,
12599,2645,
12599,3300,
12599,5556,
12600,6874,
12601,9655,
12603,9068,
12604,6184,
12606,1104,
12606,1249,
12606,1282,
12609,6808,
12609,7965,
12610,455,
12610,759,
12610,8466,
12610,10680,
12611,1007,
12611,1264,
12611,2262,
12611,2641,
12611,3216,
12613,1251,
12613,2659,
12615,6312,
12616,5848,
12617,4049,
12617,8094,
12619,331,
12619,451,
12619,1351,
12621,5545,
12621,7599,
12622,6889,
12623,6889,
12624,4623,
12624,6344,
12628,2721,
12628,3905,
12633,547,
12633,617,
12633,1482,
12633,1912,
12633,4674,
12633,4757,
12634,1101,
12635,4240,
12635,5290,
12635,7611,
12635,9183,
12636,3701,
12636,5073,
12636,5373,
12638,1821,
12638,6672,
12639,1450,
12639,8364,
12640,1712,
12640,8103,
12641,2225,
12641,2534,
12641,2684,
12641,2928,
12641,3741,
12641,5460,
12641,5563,
12641,6448,
12642,4348,
12642,6780,
12643,794,
12643,935,
12643,1328,
12643,1556,
12643,1611,
12644,935,
12644,960,
12644,1087,
12644,1497,
12644,1727,
12644,2239,
12644,6281,
12644,7313,
12645,6973,
12645,8148,
12645,8680,
12646,5426,
12647,5957,
12647,7179,
12648,6552,
12649,1487,
12650,4649,
12651,10079,
12652,415,
12652,1372,
12652,5470,
12652,5809,
12653,4545,
12654,2338,
12655,2608,
12655,2695,
12655,3080,
12655,8463,
12656,2608,
12657,2560,
12657,7471,
12658,3823,
12662,4659,
12663,2515,
12663,5383,
12667,1479,
12668,7856,
12670,6739,
12670,7689,
12671,1231,
12671,5357,
12671,6388,
12671,6741,
12671,8695,
12672,378,
12672,5050,
12672,8484,
12673,378,
12676,95,
12676,103,
12676,197,
12676,223,
12676,550,
12677,10266,
12679,4168,
12679,6305,
12680,3594,
12682,2165,
12682,2484,
12683,5727,
12688,3841,
12688,6140,
12688,8082,
12689,3329,
12689,3627,
12689,6536,
12690,2617,
12690,3087,
12690,3628,
12690,3828,
12691,5984,
12691,7760,
12691,9628,
12692,6543,
12692,7236,
12694,2801,
12694,3364,
12694,7220,
12699,1433,
12699,1554,
12699,1663,
12699,1828,
12699,2648,
12699,3297,
12699,4126,
12703,13,
12703,58,
12704,1023,
12704,1672,
12704,2698,
12704,3873,
12704,4505,
12705,57,
12706,2774,
12706,5154,
12706,7224,
12706,9937,
12707,5178,
12707,5376,
12708,1715,
12709,3706,
12709,5034,
12710,321,
12710,527,
12710,1027,
12710,1245,
12710,1439,
12710,1464,
12710,6729,
12710,8615,
12713,6166,
12713,7880,
12717,6169,
12719,5105,
12719,7518,
12719,8155,
12720,24,
12720,309,
12720,977,
12720,2440,
12720,7172,
12721,188,
12722,2361,
12722,4944,
12723,3099,
12724,797,
12724,3187,
12725,3823,
12725,5663,
12725,5767,
12725,8415,
12725,9297,
12727,296,
12727,549,
12727,689,
12728,5957,
12728,7395,
12729,3673,
12731,7782,
12732,3883,
12733,1407,
12733,1602,
12733,1709,
12733,2143,
12733,2499,
12733,2826,
12733,3153,
12733,3864,
12733,7680,
12735,2783,
12736,1077,
12736,3264,
12737,5532,
12739,5114,
12739,6188,
12740,2892,
12740,5621,
12740,6271,
12740,6483,
12741,1654,
12741,3049,
12742,3127,
12742,4145,
12742,4557,
12743,4557,
12744,4004,
12744,8381,
12745,10703,
12748,870,
12750,245,
12750,3658,
12750,4169,
12750,7368,
12751,554,
12751,601,
12751,913,
12752,4240,
12752,4363,
12754,7965,
12755,2376,
12755,5018,
12755,8078,
12760,4463,
12761,5594,
12761,6772,
12763,2010,
12763,3435,
12764,7552,
12765,230,
12767,1291,
12767,7758,
12767,8757,
12770,683,
12770,753,
12770,2646,
12770,2699,
12770,9255,
12771,8934,
12775,3364,
12775,4769,
12775,4859,
12776,2748,
12776,3843,
12776,4638,
12779,178,
12779,242,
12779,1054,
12779,1429,
12779,3402,
12780,5149,
12780,6194,
12780,7055,
12781,6953,
12781,8408,
12782,3641,
12783,9725,
12784,2033,
12784,2164,
12784,3786,
12784,4022,
12784,4469,
12784,4967,
12784,5362,
12785,4184,
12785,6967,
12785,7011,
12786,2674,
12786,3446,
12786,4407,
12787,453,
12787,6723,
12787,7506,
12788,3316,
12788,3604,
12788,5254,
12789,658,
12789,696,
12790,1590,
12790,1615,
12790,2188,
12793,8911,
12794,6558,
12795,1487,
12795,4827,
12795,6621,
12795,6984,
12797,5513,
12797,6287,
12798,8,
12798,61,
12798,2021,
12798,3746,
12799,1180,
12799,1259,
12801,5310,
12802,5709,
12802,9213,
12803,3534,
12804,4661,
12804,4867,
12804,5321,
12804,5523,
12804,7113,
12804,7676,
12804,8160,
12804,9421,
12805,7782,
12806,6298,
12806,6925,
12806,7246,
12806,8226,
12806,10616,
12807,7246,
12809,4916,
12810,4703,
12813,5824,
12813,6070,
12814,3810,
12815,5514,
12815,7584,
12815,7697,
12817,5869,
12818,7965,
12818,9370,
12819,8861,
12820,1319,
12820,4670,
12820,7092,
12821,3140,
12821,4016,
12824,3727,
12826,4084,
12826,4626,
12827,1778,
12827,3334,
12827,4676,
12827,9127,
12827,9461,
12828,1809,
12828,1949,
12828,5744,
12828,6091,
12828,6216,
12829,935,
12829,1504,
12829,1744,
12833,7609,
12833,8432,
12838,4132,
12838,4134,
12839,4649,
12839,4818,
12843,5026,
12843,6964,
12845,753,
12845,1112,
12845,1156,
12845,1279,
12845,2171,
12845,2980,
12845,7343,
12846,1127,
12846,1848,
12847,627,
12847,922,
12847,956,
12847,1042,
12847,1403,
12847,1711,
12847,1947,
12847,2082,
12849,3254,
12849,3532,
12849,3694,
12849,4420,
12849,5145,
12850,692,
12851,841,
12851,979,
12851,1725,
12851,5363,
12852,1153,
12852,1269,
12852,1581,
12852,1658,
12852,2383,
12852,3111,
12852,4377,
12853,3111,
12854,6973,
12855,8831,
12856,8680,
12857,3,
12857,7293,
12857,8729,
12859,278,
12859,2193,
12859,6561,
12859,7466,
12860,100,
12861,4542,
12861,6918,
12861,7628,
12862,7628,
12863,2514,
12864,5214,
12865,494,
12866,5940,
12866,6225,
12868,2368,
12868,6383,
12868,6502,
12868,6923,
12868,7425,
12869,4659,
12870,9484,
12871,4659,
12872,5265,
12872,7966,
12872,8173,
12874,2499,
12874,3321,
12876,2274,
12877,6639,
12878,6879,
12878,8734,
12880,2390,
12880,4364,
12881,3293,
12881,6019,
12882,342,
12882,1565,
12884,2391,
12884,3549,
12884,5041,
12884,5469,
12884,5703,
12885,3656,
12885,4043,
12887,245,
12887,1352,
12887,2129,
12887,2483,
12887,3923,
12887,4147,
12889,6953,
12892,497,
12892,1814,
12892,4306,
12892,5782,
12894,1550,
12894,2210,
12894,2740,
12895,627,
12895,900,
12895,2679,
12896,1707,
12896,2820,
12896,5098,
12897,2770,
12897,2797,
12897,6440,
12898,1743,
12898,2852,
12898,4107,
12898,8351,
12898,8352,
12900,1778,
12900,6572,
12903,2884,
12903,6314,
12903,7044,
12906,4769,
12906,5411,
12907,492,
12907,5400,
12910,2937,
12910,3877,
12910,6714,
12914,3859,
12914,7517,
12915,8830,
12916,3705,
12917,657,
12919,2383,
12919,3040,
12919,3148,
12919,3368,
12919,3369,
12919,5682,
12919,10195,
12920,995,
12920,1598,
12920,4535,
12920,5894,
12920,5944,
12920,6282,
12921,7461,
12923,5804,
12924,8680,
12926,8902,
12927,4661,
12927,7829,
12927,8213,
12929,1384,
12929,2026,
12929,2199,
12929,4837,
12930,4385,
12932,3293,
12933,842,
12933,2336,
12934,113,
12934,335,
12934,417,
12934,4299,
12934,6059,
12934,9204,
12935,4542,
12935,4560,
12935,4741,
12935,10214,
12936,3966,
12936,5352,
12936,7521,
12938,9299,
12939,2782,
12939,4701,
12939,7672,
12939,8110,
12939,9928,
12940,744,
12940,5431,
12941,311,
12941,1287,
12941,4899,
12941,8145,
12942,3406,
12943,2783,
12943,7195,
12943,7319,
12944,1605,
12947,48,
12948,9104,
12948,9367,
12949,4309,
12951,875,
12951,1362,
12951,3352,
12951,6017,
12951,6257,
12951,10669,
12952,5060,
12952,6887,
12952,6990,
12952,8331,
12953,6344,
12953,8248,
12953,10053,
12954,5287,
12954,6602,
12954,7488,
12954,7652,
12954,7805,
12954,7854,
12954,8495,
12955,2857,
12955,2936,
12955,5121,
12955,5589,
12956,2048,
12956,4328,
12956,5194,
12957,2402,
12957,2922,
12957,5347,
12957,7050,
12958,4754,
12958,6644,
12959,342,
12959,1428,
12959,7819,
12960,2155,
12960,2469,
12960,2532,
12960,3831,
12963,1553,
12970,4029,
12970,6670,
12970,10373,
12971,4685,
12971,8200,
12973,2884,
12973,5200,
12975,935,
12975,992,
12975,5941,
12976,4184,
12977,4184,
12980,7773,
12980,8727,
12983,936,
12984,3959,
12984,4645,
12986,3,
12986,1905,
12986,2019,
12986,2565,
12986,7292,
12987,4053,
12989,2679,
12990,5762,
12991,2944,
12992,797,
12993,6791,
12993,7617,
12994,3375,
12994,5861,
12994,6062,
12994,9211,
12996,5898,
12996,7474,
12997,4954,
12998,6925,
13000,3754,
13000,4232,
13000,9772,
13001,1868,
13001,3832,
13001,3996,
13001,4298,
13001,7294,
13001,7785,
13002,1479,
13003,5267,
13003,5531,
13003,10619,
13005,3968,
13006,1077,
13006,1088,
13007,5433,
13007,6800,
13007,8324,
13007,9361,
13007,9746,
13008,4792,
13008,7530,
13009,1409,
13011,9096,
13012,1035,
13012,1317,
13012,1683,
13012,1959,
13012,2638,
13012,4089,
13012,5467,
13012,5758,
13013,2390,
13013,2588,
13013,3685,
13014,1784,
13016,6367,
13016,8047,
13016,9192,
13017,7405,
13017,9371,
13018,380,
13018,774,
13018,3241,
13018,4075,
13020,2490,
13023,7901,
13023,9972,
13025,1463,
13025,3084,
13025,6757,
13027,738,
13027,1936,
13027,4322,
13027,5544,
13027,5769,
13027,5821,
13027,7139,
13028,8029,
13028,9268,
13029,2857,
13029,6476,
13030,5595,
13031,4241,
13031,5597,
13031,6759,
13031,8258,
13031,9379,
13036,230,
13036,827,
13037,1823,
13037,2403,
13038,4088,
13038,5781,
13039,7719,
13039,9675,
13039,9676,
13044,4638,
13044,5931,
13044,5990,
13044,6848,
13044,6849,
13044,7103,
13044,7266,
13044,8338,
13045,4603,
13045,6668,
13045,7004,
13045,9396,
13045,9635,
13045,9929,
13048,2379,
13048,2686,
13048,7036,
13048,9191,
13049,1382,
13049,2340,
13049,2885,
13049,8721,
13050,8842,
13051,4987,
13051,6976,
13052,1543,
13052,2237,
13052,3315,
13053,7067,
13054,3585,
13054,4510,
13055,5804,
13055,8151,
13056,8148,
13057,4661,
13057,7337,
13058,1544,
13058,4515,
13058,7993,
13060,7518,
13060,9349,
13061,1397,
13061,2475,
13063,905,
13063,1229,
13063,1835,
13063,7467,
13064,1746,
13064,2321,
13064,6888,
13064,9775,
13064,9976,
13064,10033,
13065,9039,
13068,3752,
13068,5432,
13068,5795,
13068,6626,
13069,2143,
13069,3045,
13069,9423,
13071,2317,
13071,2840,
13072,8324,
13073,6795,
13074,342,
13074,3889,
13075,1633,
13075,2423,
13075,4794,
13076,6425,
13077,6247,
13078,1808,
13078,7303,
13079,2637,
13080,1653,
13084,3655,
13087,3658,
13089,2262,
13089,3106,
13089,3415,
13089,5272,
13090,706,
13090,5974,
13091,5977,
13091,8124,
13091,8502,
13093,2212,
13093,8414,
13094,3192,
13094,3530,
13094,4274,
13095,5128,
13096,5128,
13096,6763,
13098,1174,
13098,1412,
13098,3772,
13099,4671,
13099,5232,
13099,8594,
13101,889,
13101,999,
13102,5232,
13102,5917,
13102,7478,
13103,6033,
13103,7908,
13104,4282,
13104,5196,
13105,3727,
13105,5881,
13105,6039,
13107,7925,
13109,4414,
13109,5499,
13110,5824,
13112,5286,
13112,8304,
13114,3392,
13114,3469,
13114,6655,
13115,3871,
13115,3872,
13116,3138,
13116,3270,
13116,5094,
13117,1335,
13117,2168,
13117,2821,
13118,7339,
13119,7468,
13120,2291,
13120,2416,
13120,3726,
13120,4176,
13120,5937,
13121,3636,
13121,7657,
13122,7657,
13124,2532,
13124,5024,
13133,3114,
13133,4083,
13133,4725,
13133,6132,
13134,4862,
13135,1850,
13135,4055,
13135,8513,
13136,647,
13137,1450,
13137,7415,
13138,6673,
13138,6720,
13139,1485,
13139,3451,
13139,4247,
13139,8313,
13139,8724,
13140,3510,
13140,6162,
13141,4547,
13142,7730,
13142,9643,
13143,5042,
13143,7421,
13145,733,
13145,5427,
13147,5261,
13149,9011,
13150,2547,
13150,2607,
13152,7244,
13152,7247,
13152,7529,
13152,8111,
13152,9482,
13153,3824,
13153,3934,
13154,7783,
13155,5171,
13155,7840,
13155,8154,
13156,1448,
13156,2817,
13156,2873,
13156,3086,
13156,6636,
13156,8447,
13158,2870,
13158,4359,
13158,5817,
13159,7787,
13160,1231,
13160,1507,
13160,2723,
13161,159,
13161,265,
13161,7310,
13162,2077,
13162,6613,
13163,4264,
13163,5483,
13164,4067,
13165,576,
13165,3405,
13165,7353,
13166,7306,
13168,7537,
13168,8487,
13169,1887,
13169,2392,
13169,2568,
13169,2660,
13169,2661,
13169,2745,
13169,3559,
13169,3975,
13169,4401,
13169,5130,
13169,5574,
13169,5697,
13169,6126,
13170,884,
13171,1251,
13171,2663,
13171,5488,
13171,8028,
13172,6776,
13172,6955,
13173,944,
13173,945,
13173,1084,
13173,1840,
13173,2452,
13173,2972,
13174,450,
13174,690,
13174,917,
13174,2395,
13174,3682,
13174,5390,
13175,6888,
13175,7851,
13176,5545,
13176,7800,
13178,4629,
13178,6486,
13180,9436,
13181,3419,
13181,6261,
13183,3232,
13183,6852,
13186,2402,
13188,889,
13188,2063,
13190,1321,
13190,1609,
13190,6898,
13191,2993,
13191,3474,
13191,4150,
13191,4880,
13191,5022,
13192,1482,
13192,2691,
13192,3304,
13192,7322,
13192,7600,
13193,3828,
13193,5834,
13194,723,
13194,4418,
13194,5244,
13194,5599,
13195,3704,
13195,6771,
13197,4232,
13197,6770,
13201,636,
13201,2373,
13201,3173,
13201,5435,
13201,6005,
13202,1727,
13202,2070,
13202,4381,
13203,2748,
13203,3199,
13203,3698,
13203,4815,
13203,5372,
13203,6346,
13204,3453,
13204,5518,
13205,2083,
13205,7223,
13207,3953,
13207,4409,
13208,5344,
13210,8893,
13211,619,
13211,848,
13211,895,
13211,1028,
13213,5426,
13214,8896,
13215,3176,
13215,5350,
13215,5799,
13216,5265,
13216,5688,
13216,6728,
13216,6951,
13217,1955,
13217,2385,
13217,2889,
13218,1762,
13218,1927,
13218,3845,
13218,4093,
13218,5150,
13218,5392,
13218,5638,
13219,576,
13219,1978,
13219,7792,
13220,8,
13220,11,
13220,17,
13220,298,
13220,881,
13221,158,
13221,184,
13221,339,
13221,720,
13221,765,
13221,805,
13221,978,
13221,1040,
13221,1250,
13221,2008,
13221,2121,
13221,2246,
13221,3215,
13221,5527,
13221,9353,
13222,1099,
13223,5903,
13223,7356,
13224,5569,
13225,1830,
13225,2503,
13227,4123,
13227,4302,
13227,5007,
13229,7782,
13229,8577,
13230,5813,
13231,6298,
13231,7953,
13231,9223,
13232,6298,
13232,6461,
13233,1407,
13233,1478,
13233,2592,
13233,5530,
13233,6299,
13235,6462,
13236,1290,
13236,1530,
13236,1548,
13236,1956,
13236,4554,
13238,4483,
13239,1606,
13239,7316,
13240,2383,
13241,3617,
13241,4404,
13241,7434,
13242,245,
13242,268,
13242,327,
13242,1326,
13243,3658,
13243,7644,
13243,8239,
13246,1267,
13246,3027,
13247,4921,
13247,5003,
13247,5221,
13247,5480,
13247,5766,
13247,7669,
13248,5140,
13249,3660,
13249,4507,
13249,6365,
13250,5391,
13250,6413,
13250,6698,
13251,2146,
13251,3902,
13252,5977,
13253,4725,
13254,2047,
13254,3853,
13254,4082,
13255,2824,
13255,5068,
13255,6839,
13256,5285,
13256,8625,
13257,5336,
13257,7102,
13257,8514,
13257,10794,
13259,1743,
13259,4321,
13259,7328,
13261,62,
13261,568,
13261,642,
13261,1673,
13261,2293,
13261,3557,
13261,3696,
13262,4754,
13263,3185,
13263,3383,
13264,3901,
13265,5736,
13265,6437,
13265,7926,
13265,8749,
13267,3575,
13268,4626,
13271,162,
13271,771,
13274,7599,
13274,8259,
13274,8603,
13274,9459,
13274,9860,
13275,10063,
13279,2670,
13280,492,
13284,8780,
13285,8814,
13286,3608,
13287,5400,
13287,8329,
13287,8740,
13287,9174,
13289,515,
13289,719,
13289,987,
13289,1039,
13290,3646,
13290,6676,
13290,6857,
13290,6972,
13290,8616,
13290,9687,
13291,6234,
13291,6859,
13291,7071,
13291,7277,
13292,5896,
13293,5688,
13293,7114,
13294,8909,
13295,4904,
13298,3235,
13299,1012,
13299,1223,
13299,1396,
13299,1438,
13299,3098,
13300,926,
13300,3374,
13300,3398,
13300,9352,
13302,310,
13302,500,
13302,543,
13302,1162,
13303,1099,
13303,7355,
13304,7672,
13305,4867,
13305,7621,
13305,7780,
13306,586,
13306,1299,
13306,1882,
13306,2023,
13306,2024,
13307,423,
13307,510,
13307,7528,
13308,1875,
13308,2132,
13308,2549,
13308,4235,
13308,5049,
13308,7751,
13309,1382,
13309,4375,
13310,2986,
13311,7360,
13311,8732,
13311,9962,
13312,276,
13312,5320,
13312,8114,
13313,1022,
13313,1419,
13313,3378,
13313,4144,
13313,6185,
13314,1592,
13314,1634,
13314,1667,
13315,1282,
13315,6467,
13316,4104,
13316,5449,
13316,6747,
13316,9533,
13316,10460,
13318,4608,
13318,7166,
13319,3275,
13320,676,
13320,3380,
13322,245,
13325,2559,
13325,5923,
13325,7705,
13326,3660,
13327,3661,
13327,5087,
13328,2956,
13329,7854,
13329,9905,
13331,2797,
13331,2935,
13331,3222,
13331,4764,
13335,5824,
13336,6951,
13336,7555,
13336,7818,
13337,4805,
13338,6950,
13338,7815,
13338,8257,
13340,5130,
13340,5133,
13340,5838,
13340,10412,
13340,10976,
13343,8847,
13343,9133,
13344,4758,
13344,5846,
13346,3673,
13346,8117,
13346,8356,
13347,3673,
13348,6253,
13348,7104,
13348,8462,
13350,6953,
13350,9721,
13351,7102,
13351,7156,
13351,8185,
13351,8671,
13351,8672,
13353,1392,
13354,9251,
13355,941,
13355,958,
13355,1393,
13355,1645,
13356,4014,
13358,6973,
13358,8567,
13359,6973,
13359,8569,
13360,9257,
13361,4904,
13361,7515,
13362,4780,
13363,2193,
13363,2708,
13364,1158,
13364,2224,
13365,6977,
13365,7119,
13365,9261,
13366,3518,
13367,5602,
13367,6293,
13367,8319,
13368,4832,
13369,2191,
13369,2811,
13369,4353,
13369,9526,
13370,4546,
13370,5425,
13370,7289,
13372,2144,
13372,6931,
13373,74,
13375,3655,
13375,7089,
13375,7169,
13376,4065,
13376,5235,
13376,5473,
13377,4798,
13377,5091,
13380,1007,
13380,1052,
13380,1566,
13380,6696,
13381,1654,
13381,3011,
13381,4269,
13381,4317,
13381,5487,
13381,6202,
13382,6757,
13385,6650,
13385,10170,
13387,4275,
13389,2211,
13389,3060,
13391,355,
13391,551,
13391,611,
13391,854,
13391,3244,
13391,3360,
13391,5981,
13392,905,
13392,2455,
13392,3888,
13392,6537,
13393,4655,
13394,3050,
13394,3107,
13395,2625,
13395,5231,
13395,8025,
13395,8402,
13395,8659,
13397,4754,
13400,3908,
13400,6899,
13400,7554,
13400,8196,
13402,4626,
13404,5366,
13404,6037,
13406,5645,
13406,5842,
13407,6981,
13409,701,
13409,5187,
13410,5744,
13410,8712,
13412,3400,
13412,5963,
13413,276,
13414,1808,
13414,3800,
13415,1174,
13415,1265,
13415,1607,
13415,2233,
13415,2286,
13415,3717,
13415,4922,
13415,5319,
13415,7440,
13418,2343,
13423,468,
13423,3927,
13424,4507,
13424,9378,
13425,9587,
13426,6333,
13426,8273,
13427,1096,
13427,2114,
13429,8680,
13430,3586,
13431,5688,
13431,8172,
13431,10157,
13433,1487,
13435,1388,
13435,8021,
13436,5213,
13436,8473,
13436,10018,
13437,6730,
13438,470,
13438,650,
13438,665,
13438,1019,
13438,1227,
13438,1238,
13438,1241,
13438,5868,
13439,3973,
13440,6059,
13441,63,
13441,645,
13441,824,
13441,970,
13442,3589,
13442,5108,
13443,5905,
13445,1255,
13447,549,
13448,6177,
13449,7680,
13450,6462,
13451,3170,
13452,1382,
13452,6875,
13453,3968,
13453,7081,
13454,8806,
13455,2127,
13455,7906,
13456,5868,
13456,7696,
13457,2815,
13457,4366,
13457,4595,
13457,4610,
13458,2308,
13458,2449,
13458,2846,
13459,3157,
13460,3673,
13461,4399,
13461,5388,
13462,9536,
13463,2292,
13463,2900,
13465,3660,
13469,2997,
13469,6135,
13469,6475,
13469,7604,
13469,7726,
13469,8128,
13469,8392,
13470,7604,
13471,2376,
13472,3165,
13472,3307,
13472,3443,
13472,3653,
13472,6932,
13473,513,
13473,1053,
13473,3162,
13473,3874,
13473,5591,
13473,9450,
13475,405,
13477,4527,
13477,5202,
13477,5387,
13477,5756,
13477,8708,
13477,9519,
13477,10155,
13478,1388,
13479,7202,
13479,7256,
13481,6077,
13481,6585,
13481,6896,
13482,899,
13482,1286,
13482,4714,
13482,8558,
13483,5121,
13483,5413,
13484,2286,
13484,2598,
13484,5092,
13484,5733,
13485,5838,
13487,5599,
13487,9874,
13489,79,
13489,104,
13489,163,
13489,511,
13489,2002,
13489,2136,
13489,4602,
13490,4889,
13490,7560,
13491,2801,
13491,2856,
13491,4811,
13491,4812,
13491,5936,
13493,4378,
13493,4640,
13494,5702,
13496,2684,
13496,3951,
13496,5423,
13497,5574,
13498,3232,
13499,8277,
13500,3171,
13501,7300,
13501,9697,
13502,188,
13502,189,
13502,667,
13502,2007,
13503,6001,
13504,590,
13504,1147,
13504,1151,
13504,2039,
13504,2907,
13504,4229,
13505,4229,
13505,6256,
13506,3820,
13508,2608,
13509,6928,
13510,6792,
13511,5383,
13513,3006,
13514,1875,
13515,2442,
13515,9580,
13516,1982,
13516,2230,
13516,3046,
13516,8064,
13517,1875,
13518,850,
13518,910,
13518,6983,
13518,7083,
13519,1035,
13519,3794,
13519,5318,
13519,8116,
13520,2550,
13520,5668,
13520,6387,
13520,7898,
13521,2413,
13522,96,
13522,181,
13522,988,
13522,1443,
13522,2685,
13522,3078,
13522,7232,
13524,639,
13524,2017,
13524,4666,
13525,1779,
13525,5547,
13525,5550,
13525,8611,
13526,1126,
13526,3075,
13527,5621,
13527,9706,
13528,11095,
13529,1007,
13529,1962,
13529,3689,
13529,3971,
13531,230,
13532,9947,
13533,7091,
13534,4758,
13534,7481,
13534,7595,
13534,9314,
13534,10524,
13535,5087,
13535,6660,
13535,8397,
13536,2415,
13536,2975,
13536,3695,
13536,7553,
13537,310,
13537,388,
13537,819,
13537,4300,
13537,6625,
13538,1922,
13541,6541,
13541,10479,
13542,6405,
13543,9503,
13544,7410,
13544,9848,
13545,5918,
13546,5918,
13547,5688,
13547,6090,
13547,8088,
13548,2820,
13548,9740,
13549,5366,
13549,5447,
13550,5597,
13552,162,
13552,694,
13552,697,
13552,991,
13552,3980,
13552,7655,
13553,1809,
13554,3727,
13554,5497,
13557,2598,
13557,5275,
13557,6656,
13557,8590,
13560,5024,
13561,2800,
13563,753,
13563,1294,
13563,1345,
13563,1415,
13563,1519,
13563,4017,
13565,2352,
13565,2509,
13565,4183,
13566,8672,
13566,8767,
13568,1792,
13568,1971,
13568,5614,
13568,8673,
13569,871,
13569,972,
13569,1103,
13569,1306,
13569,2235,
13569,2356,
13569,4225,
13569,4821,
13570,587,
13570,661,
13570,754,
13570,7013,
13571,3645,
13571,4026,
13571,5855,
13572,698,
13573,4533,
13574,5894,
13575,5896,
13575,6911,
13576,6921,
13576,8534,
13576,9538,
13577,874,
13577,2438,
13578,6169,
13579,2237,
13579,6418,
13579,7732,
13580,4655,
13580,4745,
13582,6978,
13583,4661,
13584,78,
13586,1382,
13586,2714,
13586,2871,
13586,5570,
13587,5433,
13588,2840,
13588,2893,
13588,8163,
13588,8166,
13588,8628,
13589,215,
13589,516,
13589,735,
13590,2912,
13590,3155,
13591,78,
13591,146,
13591,351,
13591,367,
13591,1599,
13592,1035,
13593,7136,
13594,6163,
13595,939,
13595,2904,
13595,4804,
13596,2660,
13596,6884,
13596,7209,
13596,9908,
13598,5480,
13598,10920,
13599,1002,
13599,1064,
13601,2698,
13601,3358,
13601,4852,
13601,6230,
13602,4505,
13603,1689,
13603,4936,
13605,7548,
13606,5735,
13606,11480,
13607,6133,
13607,6760,
13607,8747,
13607,8753,
13608,2721,
13608,3776,
13608,8131,
13609,568,
13610,2935,
13610,2996,
13610,3944,
13610,6322,
13611,2036,
13611,3257,
13612,6143,
13613,3307,
13614,9385,
13615,6357,
13617,2413,
13618,9299,
13619,9299,
13620,7599,
13620,9465,
13621,4160,
13626,4725,
13626,7766,
13627,2979,
13628,2857,
13628,3829,
13628,6315,
13629,969,
13629,2096,
13629,7569,
13630,1015,
13630,8255,
13631,2018,
13631,2999,
13632,8891,
13634,4864,
13636,1832,
13636,9197,
13637,895,
13637,948,
13637,1043,
13637,7069,
13637,7510,
13638,5426,
13639,1527,
13639,1648,
13639,8216,
13640,6729,
13641,113,
13641,132,
13641,4739,
13642,5662,
13642,7240,
13642,8218,
13643,227,
13643,971,
13643,1684,
13643,2364,
13643,4910,
13643,5045,
13643,6789,
13643,7469,
13645,978,
13645,6004,
13645,7888,
13647,7356,
13648,3208,
13648,6867,
13648,9298,
13649,2585,
13650,4661,
13651,9045,
13651,9216,
13653,4659,
13653,5908,
13653,6176,
13653,10089,
13654,1478,
13654,1632,
13654,4206,
13654,4259,
13654,6930,
13654,10617,
13655,1407,
13655,2869,
13655,4749,
13655,9889,
13655,10826,
13656,5007,
13656,7302,
13657,3015,
13657,3793,
13657,4948,
13657,6940,
13657,7122,
13657,7955,
13658,2196,
13659,1868,
13659,2371,
13659,10670,
13660,1892,
13660,2145,
13661,5142,
13661,5646,
13661,5685,
13661,5843,
13661,8092,
13661,10138,
13662,6984,
13662,8384,
13663,2934,
13664,524,
13664,1757,
13664,3716,
13664,5852,
13665,9342,
13667,10165,
